source,target,company,similarity
hoeksema timothy e,selig allan h,MCS,1
olson bruce j,selig allan h,MCS,0.941176
budnick neil g,raina kalpana,III,0.834758
hobbs gerald s,putur christine,III,0.814815
hobbs gerald s,waite donald c iii,III,0.811688
emanuel ariel,whitesell patrick,EDR,0.914934
bridgeman ulysses l jr,grissom douglas c,CHDN,0.875
bb biotech ag,biotech target n v,MGNX,1
funk andrea j.,miller james h,CCK,0.808081
funk andrea j.,sweitzer caesar f,CCK,0.808081
miller james h,muller josef m,CCK,0.954545
miller james h,sweitzer caesar f,CCK,1
miller james h,turner jim l,CCK,0.863636
miller james h,urkiel william s,CCK,0.863636
muller josef m,sweitzer caesar f,CCK,0.954545
muller josef m,turner jim l,CCK,0.9
muller josef m,urkiel william s,CCK,0.9
sweitzer caesar f,turner jim l,CCK,0.863636
sweitzer caesar f,urkiel william s,CCK,0.863636
turner jim l,urkiel william s,CCK,1
baker martin raymond,comstock brian j,GBX,0.804063
baker martin raymond,downes adrian j,GBX,0.817324
baker martin raymond,tekorius lorie,GBX,0.895002
centurion alejandro,manning anne,GBX,0.812783
comstock brian j,tekorius lorie,GBX,0.844949
dornan laurie r,galvan ricardo,GBX,0.871711
dornan laurie r,krueger william j.,GBX,0.810185
downes adrian j,tekorius lorie,GBX,0.838889
bell marc h,guba thomas k,ARR,0.961538
bell marc h,paperin stewart j,ARR,0.861111
bell marc h,staton daniel c,ARR,0.929847
downey carolyn,hain robert c,ARR,0.841381
downey carolyn,hollihan john p iii,ARR,0.904403
downey carolyn,paperin stewart j,ARR,0.837209
gruber mark,hain robert c,ARR,0.809441
gruber mark,harper gordon,ARR,0.806752
gruber mark,mountain james r,ARR,0.90457
gruber mark,zimmer jeffrey j,ARR,0.852506
guba thomas k,paperin stewart j,ARR,0.833333
guba thomas k,staton daniel c,ARR,0.89418
hain robert c,hollihan john p iii,ARR,0.884488
hain robert c,ulm scott,ARR,0.83834
hollihan john p iii,ulm scott,ARR,0.819973
mountain james r,ulm scott,ARR,0.818127
mountain james r,zimmer jeffrey j,ARR,0.870843
paperin stewart j,staton daniel c,ARR,0.844362
ulm scott,zimmer jeffrey j,ARR,0.863636
cornille douglas j,davenport darcy horn,BRBR,0.944614
cornille douglas j,rode paul a,BRBR,1
cornille douglas j,rosenthal craig l,BRBR,0.846659
cornille douglas j,singh robin,BRBR,0.904839
davenport darcy horn,rode paul a,BRBR,0.944614
davenport darcy horn,rosenthal craig l,BRBR,0.843123
davenport darcy horn,singh robin,BRBR,0.855798
rode paul a,rosenthal craig l,BRBR,0.846659
rode paul a,singh robin,BRBR,0.904839
griffith william j.g.,makan divesh,BL,1
brogdon christopher f,brogdon connie b,ADK,0.952381
brombach theodore j,spence john yogi,XFLT,0.894278
cordeiro eduardo e,greer c scott,FMC,0.918403
cordeiro eduardo e,johnson klynne,FMC,0.918403
cordeiro eduardo e,kempthorne dirk a,FMC,0.918403
cordeiro eduardo e,norris paul j,FMC,0.835227
cordeiro eduardo e,pallash robert c,FMC,0.88
greer c scott,johnson klynne,FMC,1
greer c scott,kempthorne dirk a,FMC,1
greer c scott,norris paul j,FMC,0.909091
greer c scott,oevrum margareth,FMC,0.863636
greer c scott,pallash robert c,FMC,0.958333
greer c scott,volpe vincent r jr,FMC,0.865801
johnson klynne,kempthorne dirk a,FMC,1
johnson klynne,norris paul j,FMC,0.909091
johnson klynne,oevrum margareth,FMC,0.863636
johnson klynne,pallash robert c,FMC,0.958333
johnson klynne,volpe vincent r jr,FMC,0.865801
kempthorne dirk a,norris paul j,FMC,0.909091
kempthorne dirk a,oevrum margareth,FMC,0.863636
kempthorne dirk a,pallash robert c,FMC,0.958333
kempthorne dirk a,volpe vincent r jr,FMC,0.865801
norris paul j,pallash robert c,FMC,0.875
norris paul j,volpe vincent r jr,FMC,0.947368
oevrum margareth,pallash robert c,FMC,0.833333
pallash robert c,volpe vincent r jr,FMC,0.835227
brondeau pierre r,jeffrey william alan,TEL,0.808081
brondeau pierre r,nam yong,TEL,0.888889
brondeau pierre r,phelan daniel j,TEL,0.952153
brondeau pierre r,sneed paula a,TEL,0.888889
brondeau pierre r,vanscoter john c,TEL,0.806513
brondeau pierre r,wright laura,TEL,0.808081
calastri mario,merkt steven t,TEL,0.809208
calastri mario,resch eric,TEL,0.89732
curtin terrence r,jenkins john s,TEL,0.821327
curtin terrence r,merkt steven t,TEL,0.83483
davidson carol anthony,jeffrey william alan,TEL,0.909091
davidson carol anthony,trudeau mark,TEL,1
davidson carol anthony,wright laura,TEL,0.909091
donahue joseph b,o'toole james,TEL,0.803688
dugle lynn a,willoughby dawn c,TEL,1
hau robert w.,leipold jane a,TEL,0.84795
jeffrey william alan,nam yong,TEL,0.909091
jeffrey william alan,trudeau mark,TEL,0.909091
jeffrey william alan,wright laura,TEL,1
jenkins john s,merkt steven t,TEL,0.861832
jenkins john s,ott robert j,TEL,0.849652
jenkins john s,resch eric,TEL,0.80348
leipold jane a,shaddock robert n,TEL,0.807692
merkt steven t,ott robert j,TEL,0.881654
merkt steven t,resch eric,TEL,0.907244
merkt steven t,wainwright joan,TEL,0.811745
nam yong,phelan daniel j,TEL,0.846358
nam yong,wright laura,TEL,0.909091
o'toole james,wainwright joan,TEL,0.808333
ott robert j,resch eric,TEL,0.840385
phelan daniel j,sneed paula a,TEL,0.851456
resch eric,rock kevin n,TEL,0.816667
resch eric,wainwright joan,TEL,0.85
rock kevin n,wainwright joan,TEL,0.875
sneed paula a,vanscoter john c,TEL,0.894286
trudeau mark,wright laura,TEL,0.909091
clinton chelsea,lourd bryan,IAC,1
comas daniel l,lutz robert s,DHR,0.808095
evnin luke,foley todd,ITOS,1
evnin luke,gadicke ansbert,ITOS,1
foley todd,gadicke ansbert,ITOS,1
derose robert,derose susan,LGCY,1
landes joshua,obus nelson,WLMS,1
cannon charles h jr,chorman thomas e,SXI,0.875458
cannon charles h jr,edwards jeffrey s,SXI,0.956522
cannon charles h jr,hansen thomas j,SXI,0.864418
cannon charles h jr,hickey michael a,SXI,0.820455
chorman thomas e,edwards jeffrey s,SXI,0.88
chorman thomas e,hansen thomas j,SXI,0.818966
edwards jeffrey s,hansen thomas j,SXI,0.846154
edwards jeffrey s,hickey michael a,SXI,0.863636
geraghty michael c,manning john j,SXT,0.92
geraghty michael c,manning paul,SXT,0.872464
manning john j,manning paul,SXT,0.892857
manning paul,rolfs stephen j,SXT,0.873188
higgins john l,nusse roeland,TECH,0.846154
higgins john l,seth alpna,TECH,0.810559
higgins john l,steer randolph c,TECH,0.961667
keegan joseph d,seth alpna,TECH,0.891975
nusse roeland,steer randolph c,TECH,0.801515
haas bradley j.,haas jennifer c.,LEVI,0.82827
emancipation capital,frumberg charles,SABA,1
cole matthew james,edwards james r,CUB,0.900794
edwards james r,feldmann bradley h,CUB,0.818246
edwards james r,tanner gregory l,CUB,0.833929
edwards james r,thomas john d,CUB,0.833929
feldmann bradley h,harrison mark,CUB,0.823894
feldmann bradley h,norris steven john,CUB,0.842804
tanner gregory l,thomas john d,CUB,1
gotlib phyllis,mcneice paul francis,AMWL,0.845029
fox saul a,gersch seth,GBLI,0.816121
fowler john c,quadracci j joel,QUAD,0.84039
bianchi ana luisa,drachman brud e,PSMT,0.843087
bianchi ana luisa,hildebrandt john d,PSMT,0.828125
bianchi ana luisa,mccleary michael,PSMT,0.827144
bianchi ana luisa,velasco francisco,PSMT,0.859894
biehl juan ignacio,santana laura,PSMT,0.834286
calvo rodrigo,diaz frank ramon,PSMT,0.855195
calvo rodrigo,drachman brud e,PSMT,0.869318
diaz frank ramon,drachman brud e,PSMT,0.926136
diaz frank ramon,hildebrandt john d,PSMT,0.800052
diaz frank ramon,naylon william j,PSMT,0.83148
drachman brud e,hildebrandt john d,PSMT,0.815705
budman gleb,jones charles j.,BLZE,0.992308
budman gleb,ng kwok hang,BLZE,0.992308
budman gleb,nufire timothy m,BLZE,0.992308
budman gleb,wilson brian k,BLZE,0.992308
jones charles j.,ng kwok hang,BLZE,1
jones charles j.,nufire timothy m,BLZE,1
jones charles j.,wilson brian k,BLZE,1
ng kwok hang,nufire timothy m,BLZE,1
ng kwok hang,wilson brian k,BLZE,1
nufire timothy m,wilson brian k,BLZE,1
goodrich richard e,williams thomas l,GTLS,0.9
bockel david r,choate william millard,LION,0.897783
bockel david r,harp donald a jr,LION,0.867857
bockel david r,king kevin s,LION,0.908163
bockel david r,lankford william c jr,LION,0.839862
bockel david r,shepherd w clyde iii,LION,0.847782
bockel david r,smith rankin m jr,LION,0.897783
choate william millard,harp donald a jr,LION,0.896552
choate william millard,king kevin s,LION,0.943093
choate william millard,lankford william c jr,LION,0.866667
choate william millard,shepherd w clyde iii,LION,0.870536
choate william millard,smith rankin m jr,LION,0.928571
harp donald a jr,king kevin s,LION,0.909411
harp donald a jr,lankford william c jr,LION,0.83871
harp donald a jr,shepherd w clyde iii,LION,0.842454
harp donald a jr,smith rankin m jr,LION,0.896552
king kevin s,lankford william c jr,LION,0.878052
king kevin s,shepherd w clyde iii,LION,0.90625
king kevin s,smith rankin m jr,LION,0.943093
lankford william c jr,shepherd w clyde iii,LION,0.816127
lankford william c jr,smith rankin m jr,LION,0.866667
shepherd w clyde iii,smith rankin m jr,LION,0.870536
fernicola michael h,mangan pete j,OCLR,0.851683
le maitre yves,mangan pete j,OCLR,0.865789
dorey william glenwood,potts charles f,ASTE,0.958333
dorey william glenwood,sansom william b,ASTE,0.909091
potts charles f,sansom william b,ASTE,0.875
dunwoody ann e.,millard robert b,LLL,0.95
bruny steven m,scarfo anthony,RBBN,0.87594
allon andrea r.,rothermel daniel k,CUBI,0.909091
allon andrea r.,zuckerman steven j,CUBI,0.909091
rothermel daniel k,zuckerman steven j,CUBI,1
gawel scott,holthaus michelle johnston,INTC,0.833128
gawel scott,miller boise april,INTC,0.833333
gawel scott,schell christoph,INTC,0.833333
mcbride kevin thomas,rodgers steven ralph,INTC,0.836617
miller boise april,schell christoph,INTC,1
taglich michael n,taglich robert,AIRI,0.954545
esterman michelle d.,shepro william b,ASPS,0.858586
sacks rodney c,schlosberg hilton h,MNST,0.878041
dakos andrew,goldstein phillip,SVVC,1
dakos andrew,samuels steven,SVVC,1
goldstein phillip,samuels steven,SVVC,1
baker dana blair,haga christopher w,SWKH,0.95
baker dana blair,stead edward b,SWKH,0.95
baker dana blair,weinberg michael,SWKH,0.9
haga christopher w,stead edward b,SWKH,1
haga christopher w,weinberg michael,SWKH,0.95
stead edward b,weinberg michael,SWKH,0.95
dillon ricky t,donovan timothy r,VSTS,1
dillon ricky t,kervin angela,VSTS,0.9025
dillon ricky t,scott kim,VSTS,0.838889
donovan timothy r,kervin angela,VSTS,0.9025
donovan timothy r,scott kim,VSTS,0.838889
kervin angela,scott kim,VSTS,0.861855
gray adam,shackelton christopher s,PRPL,1
bahrami homa,kelly thomas f,FN,0.814815
bahrami homa,levinson frank h,FN,0.88
bahrami homa,olson rollance e.,FN,0.916667
kelly thomas f,levinson frank h,FN,0.831633
kelly thomas f,olson rollance e.,FN,0.814815
levinson frank h,olson rollance e.,FN,0.88
buch james r.,chhina ivar s.,MBUU,1
buch james r.,murphy peter e,MBUU,1
buch james r.,stokely john e,MBUU,1
chhina ivar s.,murphy peter e,MBUU,1
chhina ivar s.,stokely john e,MBUU,1
connolly michael,hooks michael k.,MBUU,0.952381
connolly michael,lanigan mark w.,MBUU,0.952381
hooks michael k.,lanigan mark w.,MBUU,1
murphy peter e,stokely john e,MBUU,1
erba nancy,heard david w,INFN,0.881327
erba nancy,teichmann david,INFN,0.875
fernicola michael h,teichmann david,INFN,0.873188
bekenstein joshua,hitch jordan,BFAM,1
brown roger h,mason linda a,BFAM,1
kogl cristen l,schmitz jeffrey f,ZBRA,0.827031
king john bryan,king luther jr,SSRG,1
boyer richard b,swiatek john,CBFV,0.835404
ketcham brian l,marion james scott,LNN,0.878122
ketcham brian l,wood randy a,LNN,0.960474
marion james scott,oberto gustavo e,LNN,0.861123
marion james scott,wood randy a,LNN,0.909402
demedici thomas,heyer eric b,KRNY,0.956349
demedici thomas,joyce patrick m,KRNY,0.860243
demedici thomas,montanaro craig,KRNY,0.956349
demedici thomas,parisi erika k,KRNY,0.956349
demedici thomas,suchodolski keith,KRNY,0.9
heyer eric b,joyce patrick m,KRNY,0.9025
heyer eric b,montanaro craig,KRNY,1
heyer eric b,parisi erika k,KRNY,1
heyer eric b,suchodolski keith,KRNY,0.864912
joyce patrick m,montanaro craig,KRNY,0.9025
joyce patrick m,parisi erika k,KRNY,0.9025
montanaro craig,parisi erika k,KRNY,1
montanaro craig,suchodolski keith,KRNY,0.864912
parisi erika k,suchodolski keith,KRNY,0.864912
deklich dejan,zinn matthew,EGHT,0.911103
butler helen rankin,butler john c jr,NC,1
jumper john p,labarre dennis w,NC,1
jumper john p,miller michael sidney,NC,0.909091
jumper john p,osborne richard de j,NC,0.909091
jumper john p,taplin britton t,NC,0.852071
labarre dennis w,miller michael sidney,NC,0.909091
labarre dennis w,osborne richard de j,NC,0.909091
labarre dennis w,taplin britton t,NC,0.852071
miller michael sidney,taplin diahn,NC,0.802222
rankin alfred m et al,rankin victoire g,NC,0.978571
rankin alison a,rankin roger f,NC,1
rankin elizabeth b,rankin matthew m,NC,1
williams clara r,williams david b,NC,1
bermudez jorge a.,seidman leslie,MCO,1
bermudez jorge a.,van saun bruce,MCO,0.909091
seidman leslie,van saun bruce,MCO,0.909091
burke kate c,siemers william r,AB,0.802381
cranch laurence e,weisenseel john c,AB,0.909722
erzan onur,manley mark r,AB,0.857143
erzan onur,sprules karl,AB,0.867544
butterfield nathaniel blair,hylton stacia,SPOK,0.875
butterfield nathaniel blair,oristano matthew,SPOK,0.9
butterfield nathaniel blair,yudkoff royce,SPOK,1
hylton stacia,yudkoff royce,SPOK,0.875
oreilly brian,oristano matthew,SPOK,0.845455
oristano matthew,yudkoff royce,SPOK,0.9
butterfield stewart,henderson cal,WORK,0.857607
schellhase david,shim allen,WORK,0.803571
doberstein stephen k,hora maninder,NKTR,0.933355
allenbaugh laurel g,gatons rhonda g,FMBH,0.90625
allenbaugh laurel g,lewis amanda d,FMBH,0.90625
allenbaugh laurel g,taylor michael l,FMBH,0.827009
beesley bradley l,gatons rhonda g,FMBH,0.854589
beesley bradley l,lewis amanda d,FMBH,0.854589
dively joseph r,gatons rhonda g,FMBH,0.805195
dively joseph r,lewis amanda d,FMBH,0.805195
dively joseph r,mcrae eric s,FMBH,0.934669
dively joseph r,smith matthew k,FMBH,0.816575
dively joseph r,taylor michael l,FMBH,0.841864
gatons rhonda g,lewis amanda d,FMBH,1
gatons rhonda g,smith matthew k,FMBH,0.873188
gatons rhonda g,taylor michael l,FMBH,0.857143
lewis amanda d,smith matthew k,FMBH,0.873188
lewis amanda d,taylor michael l,FMBH,0.857143
mcrae eric s,smith matthew k,FMBH,0.84127
mcrae eric s,taylor michael l,FMBH,0.858108
smith matthew k,taylor michael l,FMBH,0.829228
root jonathan d,tansey casey m,EFTR,1
jackson michael frank,perlmutter susan,RPAY,1
jackson michael frank,sullivan thomas eugene,RPAY,0.852058
moore jacob hamilton,sullivan thomas eugene,RPAY,0.859091
perlmutter susan,sullivan thomas eugene,RPAY,0.852058
jaehnert frank m,leyden timothy m,ITRI,0.865789
jaehnert frank m,tremblay diana d,ITRI,1
leyden timothy m,tremblay diana d,ITRI,0.865789
mindich jeremy,sirovich matthew,ITRI,1
cohen brett i,robson dwight d.,CIVI,0.845238
cohen jeffrey michael,morrissey gerald j. jr.,CIVI,0.801556
cohen jeffrey michael,nardella bruce f.,CIVI,0.852679
cohen jeffrey michael,robson dwight d.,CIVI,0.88913
morrissey gerald j. jr.,robson dwight d.,CIVI,0.919192
nardella bruce f.,robson dwight d.,CIVI,0.859694
brokaw george r,krusen w andrew jr,ALCO,0.941176
aranguren luis,fischer david b,INGR,0.807692
aranguren luis,hanrahan paul t,INGR,0.9
aranguren luis,jordan rhonda l,INGR,0.807692
aranguren luis,kenny gregory b,INGR,0.807692
aranguren luis,klein barbara a,INGR,0.941176
aranguren luis,reich victoria,INGR,0.807692
aranguren luis,wilson dwayne andree,INGR,0.807692
fischer david b,hanrahan paul t,INGR,0.884615
fischer david b,jordan rhonda l,INGR,1
fischer david b,kenny gregory b,INGR,1
fischer david b,reich victoria,INGR,1
fischer david b,tanda stephan b.,INGR,0.807692
fischer david b,wilson dwayne andree,INGR,1
hanrahan paul t,jordan rhonda l,INGR,0.884615
hanrahan paul t,kenny gregory b,INGR,0.884615
hanrahan paul t,klein barbara a,INGR,0.852632
hanrahan paul t,reich victoria,INGR,0.884615
hanrahan paul t,wilson dwayne andree,INGR,0.884615
jordan rhonda l,kenny gregory b,INGR,1
jordan rhonda l,reich victoria,INGR,1
jordan rhonda l,tanda stephan b.,INGR,0.807692
jordan rhonda l,wilson dwayne andree,INGR,1
kenny gregory b,reich victoria,INGR,1
kenny gregory b,tanda stephan b.,INGR,0.807692
kenny gregory b,wilson dwayne andree,INGR,1
reich victoria,tanda stephan b.,INGR,0.807692
reich victoria,wilson dwayne andree,INGR,1
tanda stephan b.,wilson dwayne andree,INGR,0.807692
martinez maria d.,scopelianos angelo,AXGN,1
barr kevin a,henry brian j,TEX,0.886047
bradley kevin,ellis george,TEX,0.852814
bradley kevin,lousberg kenneth d.,TEX,0.918478
callari josie,destefano robert j,AF,0.884783
callari josie,edwards brian t,AF,0.955782
callari josie,eggleston alan p,AF,0.957143
callari josie,fusco frank e,AF,0.951754
callari josie,keegan gerard c,AF,0.920455
callari josie,redman monte n,AF,1
callari josie,sipola stephen j,AF,0.9
destefano robert j,edwards brian t,AF,0.91148
destefano robert j,eggleston alan p,AF,0.84375
destefano robert j,fusco frank e,AF,0.848295
destefano robert j,keegan gerard c,AF,0.804
destefano robert j,redman monte n,AF,0.884783
edwards brian t,eggleston alan p,AF,0.916883
edwards brian t,fusco frank e,AF,0.914286
edwards brian t,keegan gerard c,AF,0.871894
edwards brian t,redman monte n,AF,0.955782
edwards brian t,sipola stephen j,AF,0.859977
eggleston alan p,fusco frank e,AF,0.909167
eggleston alan p,keegan gerard c,AF,0.884783
eggleston alan p,redman monte n,AF,0.957143
eggleston alan p,sipola stephen j,AF,0.861905
fusco frank e,keegan gerard c,AF,0.883929
fusco frank e,redman monte n,AF,0.951754
fusco frank e,sipola stephen j,AF,0.845614
keegan gerard c,redman monte n,AF,0.920455
keegan gerard c,sipola stephen j,AF,0.827652
redman monte n,sipola stephen j,AF,0.9
calton simon,keen victor f,CRTG,0.90625
hindson benjamin j.,mcanear justin j.,TXG,0.904038
bronson richard d.,douglas camille j.,STWD,1
bronson richard d.,kumin solomon j.,STWD,1
bronson richard d.,zelnick strauss,STWD,1
douglas camille j.,kumin solomon j.,STWD,1
douglas camille j.,zelnick strauss,STWD,1
kumin solomon j.,zelnick strauss,STWD,1
goren david,hohener john w,MSCC,0.984458
goren david,litchfield steven g,MSCC,0.995392
goren david,peterson james j,MSCC,0.901239
goren david,pickle paul h,MSCC,0.848064
hohener john w,litchfield steven g,MSCC,0.97992
hohener john w,peterson james j,MSCC,0.887428
hohener john w,pickle paul h,MSCC,0.839809
litchfield steven g,peterson james j,MSCC,0.896474
litchfield steven g,pickle paul h,MSCC,0.843378
baskett forest,sandell scott d,ARDX,0.945378
chaffee todd c,fogelsong norman a,HNST,1
chaffee todd c,harrick stephen j,HNST,1
chaffee todd c,miller j sanford,HNST,1
chaffee todd c,phelps dennis b,HNST,1
fogelsong norman a,harrick stephen j,HNST,1
fogelsong norman a,miller j sanford,HNST,1
fogelsong norman a,phelps dennis b,HNST,1
harrick stephen j,miller j sanford,HNST,1
harrick stephen j,phelps dennis b,HNST,1
miller j sanford,phelps dennis b,HNST,1
degnan michael j.,gibbs stephen l,GMCR,1
degnan michael j.,kelley brian p,GMCR,0.857143
degnan michael j.,longo kazanova linda,GMCR,0.885611
gibbs stephen l,kelley brian p,GMCR,0.857143
gibbs stephen l,longo kazanova linda,GMCR,0.885611
corlett glen e,stewart james l,RCKY,0.859524
finn michael l,haning g courtney,RCKY,0.938874
finn michael l,loveland curtis a,RCKY,0.823929
jordan william l,moore robert burton jr.,RCKY,0.81
acosta matthew e,tucker keith d,TISI,0.923115
carney lloyd,lindholm jeffrey,BRCD,0.813736
cheng ken,england gale e.,BRCD,0.848776
cheng ken,fairfax daniel w,BRCD,0.846258
cheng ken,lindholm jeffrey,BRCD,0.826156
england gale e.,lindholm jeffrey,BRCD,0.969534
cole david c,hoffman james e iii,CLDB,1
cole david c,kaback neil j,CLDB,1
cole david c,koch joseph e,CLDB,0.970644
cole david c,langhenry joseph p,CLDB,0.970644
cole david c,thompson richard b,CLDB,0.887057
cole david c,vross anthony r,CLDB,0.887057
hoffman james e iii,kaback neil j,CLDB,1
hoffman james e iii,koch joseph e,CLDB,0.970644
hoffman james e iii,langhenry joseph p,CLDB,0.970644
hoffman james e iii,thompson richard b,CLDB,0.887057
hoffman james e iii,vross anthony r,CLDB,0.887057
kaback neil j,koch joseph e,CLDB,0.970644
kaback neil j,langhenry joseph p,CLDB,0.970644
kaback neil j,thompson richard b,CLDB,0.887057
kaback neil j,vross anthony r,CLDB,0.887057
koch joseph e,langhenry joseph p,CLDB,1
koch joseph e,thompson richard b,CLDB,0.864662
koch joseph e,vross anthony r,CLDB,0.864662
langhenry joseph p,thompson richard b,CLDB,0.864662
langhenry joseph p,vross anthony r,CLDB,0.864662
thompson richard b,vross anthony r,CLDB,1
thompson richard b,woofter timothy k,CLDB,0.880838
vross anthony r,woofter timothy k,CLDB,0.880838
liollio dean,wilkins carleton richard,HWC,0.941176
wilks dan h.,wilks farris,AREX,1
wilks dan h.,wilks staci,AREX,1
wilks farris,wilks staci,AREX,1
ganske lyle g.,swidarski thomas w,AIMC,1
ganske lyle g.,woodward james h jr,AIMC,0.947368
swidarski thomas w,woodward james h jr,AIMC,0.947368
carrick sean,holden lowell thomas,NBIO,0.826389
pecaric john p,steiner deborah l,RRD,0.948529
gleason george g ii,gleason linda d,OZRK,1
keinan elly,schroeter martin j,KD,0.984127
keinan elly,wyshner david b,KD,0.856718
schroeter martin j,wyshner david b,KD,0.870323
chawla lakhmir s,mulroy dennis,LJPC,1
chawla lakhmir s,rolke james,LJPC,0.909091
mulroy dennis,rolke james,LJPC,0.909091
bayers william frederick,shuman eric lon,HMHC,0.818027
cannon timothy lon,colangelo brook mickey,HMHC,0.947924
geenen charles a.,herr robert l,MCBC,0.95
geenen charles a.,klohs birgit m.,MCBC,1
geenen charles a.,le roy michael k.,MCBC,0.944444
geenen charles a.,padnos douglas b,MCBC,1
geenen charles a.,rosenbach thomas p,MCBC,1
haan ronald l,hankinson craig a,MCBC,0.928624
haan ronald l,swets jon,MCBC,0.920608
hankinson craig a,swets jon,MCBC,0.953846
hankinson craig a,walcott jill a,MCBC,0.853846
herr robert l,klohs birgit m.,MCBC,0.95
herr robert l,le roy michael k.,MCBC,0.9
herr robert l,padnos douglas b,MCBC,0.95
herr robert l,rosenbach thomas p,MCBC,0.95
klohs birgit m.,le roy michael k.,MCBC,0.944444
klohs birgit m.,padnos douglas b,MCBC,1
klohs birgit m.,rosenbach thomas p,MCBC,1
le roy michael k.,padnos douglas b,MCBC,0.944444
le roy michael k.,rosenbach thomas p,MCBC,0.944444
padnos douglas b,rosenbach thomas p,MCBC,1
abizaid john p.,morford craig s,RPM,0.911111
andrews kirkland b,ballbach john m,RPM,0.863095
carbonari bruce a,daberko david a.,RPM,0.835146
carbonari bruce a,deckard jenniffer d.,RPM,0.891608
carbonari bruce a,fazzolari salvatore d,RPM,0.95671
carbonari bruce a,nance frederick r.,RPM,0.927778
carbonari bruce a,summers william b jr,RPM,1
daberko david a.,gross thomas,RPM,0.885417
daberko david a.,summers william b jr,RPM,0.835146
deckard jenniffer d.,fazzolari salvatore d,RPM,0.926153
deckard jenniffer d.,livingston robert,RPM,0.82291
deckard jenniffer d.,nance frederick r.,RPM,0.841367
deckard jenniffer d.,summers william b jr,RPM,0.891608
fazzolari salvatore d,nance frederick r.,RPM,0.895652
fazzolari salvatore d,summers william b jr,RPM,0.95671
gross thomas,morford craig s,RPM,0.811224
lagacy julie a.,livingston robert,RPM,0.846591
nance frederick r.,summers william b jr,RPM,0.927778
greene jonathan m,kahn david c,NTIP-NYSE,0.832168
landes joshua,obus nelson,JASN,1
del carmen jeffrey,sundaram preethi,CPRX,1
gray diedre j,zadoks jeff a,POST,0.920171
bastian jeffery s.,galeese james e,LYTS,0.903846
beech robert p.,ogara wilfred t,LYTS,0.858516
croskey jeff a,foerster andrew,LYTS,0.839161
stowell ronald s,toney shawn,LYTS,1
stowell ronald s,wells dennis w.,LYTS,0.833333
toney shawn,wells dennis w.,LYTS,0.833333
lovoi john,rask jan a,HLX,0.830392
quinn nancy k,watt james a,HLX,0.920849
bitto george g,langan john g,VSM,0.901042
bitto george g,novo guillermo,VSM,0.82702
bitto george g,shober edward c,VSM,0.901042
bitto george g,valente michael w,VSM,0.80013
bitto george g,white john jeffrey,VSM,0.901042
feather-bowman jessica d,valente michael w,VSM,0.825433
langan john g,novo guillermo,VSM,0.856732
langan john g,shober edward c,VSM,1
langan john g,valente michael w,VSM,0.813087
langan john g,white john jeffrey,VSM,1
novo guillermo,shober edward c,VSM,0.856732
novo guillermo,valente michael w,VSM,0.883333
novo guillermo,white john jeffrey,VSM,0.856732
shober edward c,valente michael w,VSM,0.813087
shober edward c,white john jeffrey,VSM,1
valente michael w,white john jeffrey,VSM,0.813087
centis ronald,harris ray,ADTN,0.982143
foliano michael,scheiterer eduard,ADTN,0.857653
foliano michael,stanton thomas r,ADTN,0.843548
foliano michael,wilson james denson jr,ADTN,0.854026
stanton thomas r,wilson james denson jr,ADTN,0.912849
ceremony glen,hazelbaker jill,UBER,0.816783
ceremony glen,krishnamurthy nikki,UBER,0.818159
hazelbaker jill,krishnamurthy nikki,UBER,0.86154
krishnamurthy nikki,west tony,UBER,0.845972
ceresino gordon j,fisher john b,FII,0.916667
ceresino gordon j,novak richard a,FII,0.882381
fisher john b,novak richard a,FII,0.962857
fisher john b,uhlman paul a,FII,0.833333
fisher john b,van meter stephen,FII,0.841667
novak richard a,uhlman paul a,FII,0.80839
novak richard a,van meter stephen,FII,0.811224
uhlman paul a,van meter stephen,FII,0.889062
horowitz joshua,palmer bradley c,LMB,1
van trease kristina,whitney david m,MGRC,1
lowenthal richard e,tanimoto sarina,SPRY,1
chew jesse,winter suzanne c,ARAY,0.800958
davila elizabeth h,goldstein jack,ARAY,0.862007
davila elizabeth h,pettingill richard,ARAY,0.973016
davila elizabeth h,weiss robert s,ARAY,0.806513
goldstein jack,lavigne louis j jr,ARAY,0.835404
goldstein jack,pettingill richard,ARAY,0.882407
goldstein jack,weiss robert s,ARAY,0.923115
goldstein jack,winger dennis l,ARAY,0.80839
hoge michael,winter suzanne c,ARAY,0.845455
lavigne louis j jr,pettingill richard,ARAY,0.81713
lavigne louis j jr,weiss robert s,ARAY,0.811224
pettingill richard,weiss robert s,ARAY,0.823661
spine patrick,winter suzanne c,ARAY,0.875325
weiss robert s,winger dennis l,ARAY,0.864912
page janice e,sable david m.,AEO,0.863636
baker felix,baker julian,SGEN,1
beer lori a,giles nicole,JPM,0.8
burke stephen b,flynn timothy patrick,JPM,0.954545
burke stephen b,neal michael a,JPM,0.954545
flynn timothy patrick,neal michael a,JPM,1
bleck timothy s,mctague emma m,OSK,0.818182
bleck timothy s,verich john s,OSK,1
brandt bryan k,cortina ignacio a,OSK,0.857143
brandt bryan k,freeders james c,OSK,0.871455
brandt bryan k,hawkins thomas p,OSK,0.8
brandt bryan k,khare anupam,OSK,0.88
brandt bryan k,pack michael e,OSK,0.82
bryant john j,cortina ignacio a,OSK,0.830447
